death,count,descriptive_text,joinid,year,week_id,year_range,split_year
Convulsion,139,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Cough,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Cramp,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Diabetes,1,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Dropsie,15,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Falling-sickness,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Fever,54,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Fistula,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Flox and Small-Pox,18,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Flux,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
French-Pox,2,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Frets,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Gangreen,1,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Gout,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Gravel,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Grief,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Griping in the Guts,41,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Headache,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Headmouldshot,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Hooping Cough,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Hiccough,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Horshoehead,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Impostume,1,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Infants,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Inflammation,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Itch,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Jaundies,1,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Jaw-fallen,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Kings Evil,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Leprosie,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Lethargy,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Liver-grown,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Looseness,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Lunatick and Frenzy,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Malignant Fever,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Meagrim,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Measles,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Miscarriage,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Mortification,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Mother,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Noli me tangere,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Palsie,1,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Plague,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Planet,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Plurisie,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Purples,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Quinsie,1,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Rash,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Rheumatism,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Rickets,8,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Rising of the Lights,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Running of the Reins,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Rupture,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Scald Head,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Scarlet Fever,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Sciatica,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Scowring,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Scurvy,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Sores,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Shingles,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Spleen,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Spotted-Fever,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
St. Anthony's Fire,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Starved,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Stone,2,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Stopping of the Stomach,6,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Strangury,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Strongullion,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Suddenly,1,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Surfeit,1,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Swelling in the Throat,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Swine-Pox,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Teeth,23,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Thrush,2,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Tissick,3,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Tympany,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Twisting of the Guts,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Ulcer,2,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Vapours,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Vomiting,2,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Water in the Head,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Wen,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Wind,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Wolf,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Worms,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Abortive,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Overlaid,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Still-born,11,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Drowned,2,"One in the Thames at Three-Crane-Wharf, Buried at St Mary Woolnoth. And one in a Tub of Water at St Dunstan at Stepney.",5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Found Dead,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Executed,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Killed,2,One by a Cart at St Martin in the Fields; And one by the Pole of a Coach at St Mary in the Savoy,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Suicide,1,Hang'd himself (being Lunatick) at St Paul at Shadwel 1,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Other,,,5August12August1701,1701,1700-1701-34,1700-1701,1700/1701
Aged,25,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Ague,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Apoplexy,4,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Asthma,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Bed-ridden,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Blasted,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Bleeding,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Bloody-flux,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Calenture,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Cancer,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Canker,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Chicken Pox,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Child-Bed,7,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Chrisoms,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Cold,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Colick,3,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Consumption,46,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Convulsion,125,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Cough,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Cramp,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Diabetes,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Dropsie,8,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Falling-sickness,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Fever,48,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Fistula,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Flox and Small-Pox,18,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Flux,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
French-Pox,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Frets,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Gangreen,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Gout,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Gravel,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Grief,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Griping in the Guts,28,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Headache,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Headmouldshot,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Hooping Cough,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Hiccough,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Horshoehead,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Impostume,4,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Infants,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Inflammation,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Itch,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Jaundies,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Jaw-fallen,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Kings Evil,3,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Leprosie,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Lethargy,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Liver-grown,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Looseness,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Lunatick and Frenzy,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Malignant Fever,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Meagrim,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Measles,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Miscarriage,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Mortification,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Mother,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Noli me tangere,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Palsie,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Plague,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Planet,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Plurisie,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Purples,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Quinsie,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Rash,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Rheumatism,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Rickets,6,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Rising of the Lights,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Running of the Reins,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Rupture,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Scald Head,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Scarlet Fever,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Sciatica,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Scowring,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Scurvy,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Sores,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Shingles,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Spleen,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Spotted-Fever,3,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
St. Anthony's Fire,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Starved,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Stone,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Stopping of the Stomach,4,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Strangury,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Strongullion,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Suddenly,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Surfeit,2,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Swelling in the Throat,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Swine-Pox,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Teeth,26,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Thrush,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Tissick,5,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Tympany,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Twisting of the Guts,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Ulcer,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Vapours,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Vomiting,1,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Water in the Head,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Wen,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Wind,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Wolf,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Worms,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Abortive,4,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Overlaid,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Still-born,9,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Drowned,1,Drowned a Person unknown at St Clement Danes 1.,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Found Dead,1,Found dead a Male Child at St James at Clerkenwel 1.,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Executed,,,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Killed,1,Murder'd at St Martin in the Fields 1.,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Suicide,1,Cut his own Throat (being Lunatick) at St Katharine Creedchurch 1.,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Other,2,Bruised at St Saviour in Southwark 1; Kill'd by an accidental Fall into a Dock at St Mary at Retherheth 1.,12August19August1701,1701,1700-1701-35,1700-1701,1700/1701
Aged,22,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Ague,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Apoplexy,2,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Asthma,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Bed-ridden,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Blasted,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Bleeding,1,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Bloody-flux,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Calenture,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Cancer,1,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Canker,1,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Chicken Pox,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Child-Bed,1,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Chrisoms,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Cold,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Colick,1,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Consumption,49,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Convulsion,135,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Cough,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Cramp,1,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Diabetes,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Dropsie,10,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Falling-sickness,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Fever,58,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Fistula,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Flox and Small-Pox,13,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Flux,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
French-Pox,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Frets,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Gangreen,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Gout,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Gravel,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Grief,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Griping in the Guts,33,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Headache,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Headmouldshot,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Hooping Cough,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Hiccough,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Horshoehead,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Impostume,2,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Infants,2,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Inflammation,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Itch,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Jaundies,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Jaw-fallen,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Kings Evil,2,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Leprosie,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Lethargy,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Liver-grown,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Looseness,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Lunatick and Frenzy,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Malignant Fever,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Meagrim,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Measles,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Miscarriage,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Mortification,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Mother,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Noli me tangere,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Palsie,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Plague,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Planet,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Plurisie,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Purples,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Quinsie,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Rash,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Rheumatism,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Rickets,11,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Rising of the Lights,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
Running of the Reins,,,19August26August1701,1701,1700-1701-36,1700-1701,1700/1701
