Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week,is_missing,is_illegible,Unique ID,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End month,is_missing,is_illegible,St Alban Woodstreet - Buried,is_missing,is_illegible,Alhallows Barking - Buried,is_missing,is_illegible,Allhallows Breadstreet - Buried,is_missing,is_illegible,Allhallows Great - Buried,is_missing,is_illegible,Alhallows Honylane - Buried,is_missing,is_illegible,Alhallows Lesse - Buried,is_missing,is_illegible,Alhallows Lumbardstreet - Buried,is_missing,is_illegible,Alhallows Stayning - Buried,is_missing,is_illegible,Alhallows the Wall - Buried,is_missing,is_illegible,St Alphage - Buried,is_missing,is_illegible,St Andrew Hubbard - Buried,is_missing,is_illegible,St Andrew Undershaft - Buried,is_missing,is_illegible,St Andrew Wardrobe - Buried,is_missing,is_illegible,St Ann Aldersgate - Buried,is_missing,is_illegible,St Ann Blackfryers - Buried,is_missing,is_illegible,St Antholins Parish - Buried,is_missing,is_illegible,St Austins Parish - Buried,is_missing,is_illegible,St Bartholomew Exchange - Buried,is_missing,is_illegible,St Bennet Fynck - Buried,is_missing,is_illegible,St Bennet Gracechurch - Buried,is_missing,is_illegible,St Bennet Paulswharf - Buried,is_missing,is_illegible,St Bennet Sherehog - Buried,is_missing,is_illegible,St Botolph Billingsgate - Buried,is_missing,is_illegible,Christ Church - Buried,is_missing,is_illegible,St Christophers - Buried,is_missing,is_illegible,St Clement Eastcheap - Buried,is_missing,is_illegible,St Dionis Backchurch - Buried,is_missing,is_illegible,St Dunstan East - Buried,is_missing,is_illegible,St Edmund Lumbardstr. - Buried,is_missing,is_illegible,St Ethelborough - Buried,is_missing,is_illegible,St Faith - Buried,is_missing,is_illegible,St Foster - Buried,is_missing,is_illegible,St Gabriel Fenchurch - Buried,is_missing,is_illegible,St George Botolphlane - Buried,is_missing,is_illegible,St Gregory by St Pauls - Buried,is_missing,is_illegible,St Hellen - Buried,is_missing,is_illegible,St James Dukes place - Buried,is_missing,is_illegible,St James Garlickhithe - Buried,is_missing,is_illegible,St John Baptist - Buried,is_missing,is_illegible,St John Evangelist - Buried,is_missing,is_illegible,St John Zachary - Buried,is_missing,is_illegible,St Katharine Coleman - Buried,is_missing,is_illegible,St Katharine Creechurch - Buried,is_missing,is_illegible,St Lawrence Jewry - Buried,is_missing,is_illegible,St Lawrence Pountney - Buried,is_missing,is_illegible,St Leonard Eastcheap - Buried,is_missing,is_illegible,St Leonard Fosterlane - Buried,is_missing,is_illegible,St Magnus Parish - Buried,is_missing,is_illegible,St Margaret Lothbury - Buried,is_missing,is_illegible,St Margaret Moses - Buried,is_missing,is_illegible,St Margaret Newfishstreet - Buried,is_missing,is_illegible,St Margaret Pattons - Buried,is_missing,is_illegible,St Mary Abchurch - Buried,is_missing,is_illegible,St Mary Aldermanbury - Buried,is_missing,is_illegible,St Mary Aldermary - Buried,is_missing,is_illegible,St Mary le Bow - Buried,is_missing,is_illegible,St Mary Bothaw - Buried,is_missing,is_illegible,St Mary Colechurch - Buried,is_missing,is_illegible,St Mary Hill - Buried,is_missing,is_illegible,St Mary Mounthaw - Buried,is_missing,is_illegible,St Mary Sommerset - Buried,is_missing,is_illegible,St Mary Stayning - Buried,is_missing,is_illegible,St Mary Woolchurch - Buried,is_missing,is_illegible,St Mary Woolnoth - Buried,is_missing,is_illegible,St Martin Iremongerlane - Buried,is_missing,is_illegible,St Martin Ludgate - Buried,is_missing,is_illegible,St Martin Orgars - Buried,is_missing,is_illegible,St Martin Outwich - Buried,is_missing,is_illegible,St Martin Vintrey - Buried,is_missing,is_illegible,St Matthew Fridaystreet - Buried,is_missing,is_illegible,St Maudlin Milkstreet - Buried,is_missing,is_illegible,St Maudlin Oldfishstreet - Buried,is_missing,is_illegible,St Michael Bassishaw - Buried,is_missing,is_illegible,St Michael Cornhil - Buried,is_missing,is_illegible,St Michael Crookedlane - Buried,is_missing,is_illegible,St Michael Queenhithe - Buried,is_missing,is_illegible,St Michael Quern - Buried,is_missing,is_illegible,St Michael Royal - Buried,is_missing,is_illegible,St Michael Woodstreet - Buried,is_missing,is_illegible,St Mildred Breadstreet - Buried,is_missing,is_illegible,St Mildred Poultrey - Buried,is_missing,is_illegible,St Nicholas Acons - Buried,is_missing,is_illegible,St Nicholas Coleabby - Buried,is_missing,is_illegible,St Nicholas Olaves - Buried,is_missing,is_illegible,St Olave Hartstreet - Buried,is_missing,is_illegible,St Olave Jewry - Buried,is_missing,is_illegible,St Olave Silverstreet - Buried,is_missing,is_illegible,St Pancras Pancras street - Buried,is_missing,is_illegible,St Peter Cheap - Buried,is_missing,is_illegible,St Peter Cornhil - Buried,is_missing,is_illegible,St Peter Paulswharf - Buried,is_missing,is_illegible,St Peter Poor - Buried,is_missing,is_illegible,St Steven Colemanstreet - Buried,is_missing,is_illegible,St Steven Walbrook - Buried,is_missing,is_illegible,St Swithin- Buried,is_missing,is_illegible,St Thomas Apostles - Buried,is_missing,is_illegible,Trinity Parish - Buried,is_missing,is_illegible,Christened in the 97 parishes within the walls,is_missing,is_illegible,Buried in the 97 parishes within the walls,is_missing,is_illegible,Plague in the 97 parishes within the walls,is_missing,is_illegible,St Andrew Holborn - Buried,is_missing,is_illegible,St Bartholomew Great - Buried,is_missing,is_illegible,St Bartholomew Less - Buried,is_missing,is_illegible,St Botolph Aldersgate - Buried,is_missing,is_illegible,St Botolph Aldgate - Buried,is_missing,is_illegible,St Botolph Bishopsgate - Buried,is_missing,is_illegible,Bridewel Precinct - Buried,is_missing,is_illegible,St Bridget - Buried,is_missing,is_illegible,St Dunstan West - Buried,is_missing,is_illegible,St George Southwark - Buried,is_missing,is_illegible,St Giles Cripplegate - Buried,is_missing,is_illegible,St John Southwark,is_missing,is_illegible,St Olave Southwark - Buried,is_missing,is_illegible,Saviours Southwark - Buried,is_missing,is_illegible,S Sepulchres Parish - Buried,is_missing,is_illegible,St Thomas Southwark - Buried,is_missing,is_illegible,Trinity Minories - Buried,is_missing,is_illegible,Pesthouse Without the Walls - Buried,is_missing,is_illegible,Christened in the parishes without the walls,is_missing,is_illegible,Buried in the parishes without the walls,is_missing,is_illegible,Plague in the parishes without the walls,is_missing,is_illegible,St. Ann in Middlesex - Buried,is_missing,is_illegible,Christ Church in Surry - Buried,is_missing,is_illegible,Christ Church in Middlesex - Buried,is_missing,is_illegible,St George in Bloomsbury - Buried,is_missing,is_illegible,St. George in Middlesex,is_missing,is_illegible,St. George by Queen's Square - Buried,is_missing,is_illegible,St Giles in the Field - Buried,is_missing,is_illegible,Hackney Parish - Buried,is_missing,is_illegible,St John at Wapping - Buried,is_missing,is_illegible,St James Clerkenwel - Buried,is_missing,is_illegible,St Katharine Tower - Buried,is_missing,is_illegible,Lambeth Parish - Buried,is_missing,is_illegible,St Leonard Shoreditch - Buried,is_missing,is_illegible,St. Luke in Middlesex - Buried,is_missing,is_illegible,St Magdalen Bermondsey - Buried,is_missing,is_illegible,St Mary Islington - Buried,is_missing,is_illegible,St Mary Newington - Buried,is_missing,is_illegible,St Mary Whitechappel - Buried,is_missing,is_illegible,St Matthew at Bethnal Green - Buried,is_missing,is_illegible,St Pauls Shadwel - Buried,is_missing,is_illegible,Rothorith Parish - Buried,is_missing,is_illegible,Stepney Parish - Buried,is_missing,is_illegible,Christened in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Buried in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Plague in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,St Ann in Westminster - Buried,is_missing,is_illegible,St Clement Danes - Buried,is_missing,is_illegible,St George by Hanover Square - Buried,is_missing,is_illegible,St James in Westminster - Buried,is_missing,is_illegible,St. John the Evangelist - Buried,is_missing,is_illegible,St Paul Covent Garden - Buried,is_missing,is_illegible,St Martin in the fields - Buried,is_missing,is_illegible,St Mary Savoy - Buried,is_missing,is_illegible,St Mary le Strand,is_missing,is_illegible,St Margaret Westminster - Buried,is_missing,is_illegible,Pesthouse in Westminster,is_missing,is_illegible,Christened in the Parishes and Liberties of Westminster,is_missing,is_illegible,Buried in the Parishes and Liberties of Westminster,is_missing,is_illegible,Plague in the Parishes and Liberties of Westminster,is_missing,is_illegible
3503,1190,1393,1,1718,,,28,,,Laxton-1718-28-recto,,,,1,,,1,,1,,,July,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,3,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,,1,,1,,,1,,,1,,1,,,1,,,,1,,1,,,,1,,,1,,3,,,,1,,3,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,36,,,31,,,,1,,16,,,3,,,,1,,3,,,8,,,16,,,,1,,9,,,3,,,4,,,20,,,,1,,8,,,7,,,14,,,5,,,,1,,,1,,85,,,116,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,22,,,1,,,4,,,7,,,2,,,7,,,16,,,,1,,6,,,,1,,8,,,19,,,,1,,4,,,5,,,42,,,104,,,147,,,,1,,10,,,7,,,,1,,19,,,,1,,,1,,32,,,,1,,,1,,19,,,,1,,72,,,87,,,,1,
3659,1242,987,1,1719,,,28,,,Laxton-1719-28-recto,,,,1,,,1,,30,,,June,,,1,,,3,,,,1,,1,,,,1,,,1,,,1,,3,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,4,,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,24,,,43,,,,1,,23,,,,1,,1,,,3,,,13,,,18,,,,1,,3,,,4,,,11,,,25,,,,1,,28,,,12,,,17,,,4,,,,1,,,1,,94,,,162,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,23,,,5,,,9,,,7,,,2,,,10,,,15,,,,1,,11,,,1,,,5,,,15,,,,1,,13,,,6,,,46,,,108,,,171,,,,1,,9,,,7,,,,1,,16,,,,1,,5,,,31,,,,1,,,1,,20,,,,1,,69,,,88,,,,1,
4042,1442,2017,1,1741,,,28,,,Laxton-1741-28-recto,,,,1,,,1,,30,,,June,,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,1,,1,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,4,,,2,,,,1,,4,,,2,,,,1,,1,,,4,,,4,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,,1,,,1,,20,,,52,,,,1,,23,,,4,,,1,,,3,,,20,,,15,,,,1,,4,,,1,,,6,,,18,,,3,,,9,,,16,,,12,,,4,,,4,,,,1,,69,,,143,,,,1,,3,,,,1,,16,,,11,,,13,,,6,,,21,,,3,,,9,,,11,,,7,,,9,,,23,,,15,,,6,,,4,,,6,,,23,,,,1,,,1,,5,,,23,,,104,,,214,,,,1,,,1,,8,,,,1,,25,,,7,,,8,,,28,,,2,,,,1,,26,,,,1,,65,,,104,,,,1,
767,305,291,1,1701,,,29,,,Laxton-1701-29-recto,,,1,,,July,,,7,,,July,,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,1,,,1,,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,4,,,,1,,,1,,,1,,3,,,,1,,1,,,4,,,2,,,1,,,2,,,,1,,1,,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,1,,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,3,,,2,,,1,,,,1,,,1,,,1,,39,,,56,,,0,,,18,,,2,,,3,,,5,,,11,,,8,,,,1,,3,,,1,,,3,,,21,,,,1,,10,,,9,,,12,,,1,,,,1,,,1,,83,,,107,,,0,,,,1,,1,,,,1,,,1,,,1,,,1,,28,,,3,,,7,,,5,,,2,,,4,,,6,,,,1,,16,,,1,,,3,,,9,,,,1,,7,,,3,,,39,,,89,,,134,,,0,,,5,,,7,,,,1,,21,,,,1,,6,,,22,,,2,,,,1,,11,,,,1,,75,,,74,,,0,,
939,357,283,1,1702,,,29,,,Laxton-1702-29-recto,,,30,,,June,,,7,,,July,,,,1,,2,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,3,,,,1,,1,,,2,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,2,,,4,,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,2,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,1,,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,42,,,44,,,0,,,13,,,1,,,,1,,3,,,7,,,6,,,,1,,3,,,2,,,4,,,21,,,,1,,7,,,9,,,7,,,2,,,,1,,,1,,88,,,85,,,0,,,,1,,4,,,,1,,,1,,,1,,,1,,17,,,1,,,4,,,7,,,1,,,5,,,1,,,,1,,11,,,,1,,1,,,7,,,,1,,2,,,,1,,23,,,74,,,84,,,0,,,3,,,12,,,,1,,12,,,,1,,3,,,30,,,,1,,,1,,23,,,,1,,61,,,83,,,0,,
1079,409,500,1,1703,,,29,,,Laxton-1703-29-recto,,,29,,,June,,,6,,,July,,,,1,,2,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,2,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,43,,,33,,,0,,,22,,,1,,,,1,,3,,,10,,,12,,,,1,,1,,,1,,,5,,,17,,,,1,,11,,,7,,,5,,,,1,,,1,,,1,,85,,,95,,,0,,,,1,,2,,,,1,,,1,,,1,,,1,,19,,,,1,,2,,,6,,,,1,,4,,,7,,,,1,,6,,,2,,,3,,,9,,,,1,,6,,,6,,,41,,,88,,,113,,,0,,,5,,,7,,,,1,,13,,,,1,,6,,,19,,,4,,,,1,,22,,,,1,,71,,,76,,,0,,
1253,461,344,1,1704,,,29,,,Laxton-1704-29-recto,,,27,,,June,,,4,,,July,,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,1,,,3,,,1,,,,1,,,1,,2,,,26,,,37,,,0,,,14,,,1,,,1,,,4,,,8,,,7,,,,1,,10,,,,1,,8,,,18,,,,1,,12,,,16,,,7,,,2,,,,1,,,1,,70,,,108,,,0,,,,1,,1,,,,1,,,1,,,,,,1,,11,,,2,,,4,,,5,,,,1,,4,,,6,,,,1,,5,,,3,,,2,,,6,,,,1,,2,,,3,,,32,,,82,,,86,,,0,,,7,,,11,,,,1,,19,,,,1,,4,,,22,,,5,,,,1,,27,,,,1,,53,,,95,,,0,,
1423,513,527,1,1705,,,29,,,Laxton-1705-29-recto,,,3,,,July,,,10,,,July,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,3,,,2,,,1,,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,,1,,54,,,45,,,,1,,15,,,1,,,,1,,4,,,10,,,12,,,,1,,7,,,4,,,6,,,26,,,,1,,12,,,4,,,16,,,,1,,,1,,,1,,98,,,117,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,21,,,5,,,7,,,6,,,4,,,7,,,2,,,,1,,3,,,2,,,6,,,17,,,,1,,9,,,4,,,31,,,126,,,125,,,,1,,4,,,10,,,,1,,15,,,,1,,2,,,17,,,2,,,,1,,10,,,,1,,50,,,60,,,,1,
1595,565,585,1,1706,,,29,,,Laxton-1706-29-recto,,,,1,,,1,,9,,,July,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,1,,,1,,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,37,,,38,,,,1,,14,,,,1,,,1,,5,,,7,,,11,,,1,,1,8,,,2,,,3,,,16,,,,1,,10,,,8,,,10,,,2,,,3,,,,1,,99,,,100,,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,17,,,,1,,2,,,10,,,2,,,4,,,9,,,,1,,9,,,4,,,3,,,16,,,,1,,4,,,6,,,28,,,99,,,119,,,,1,,12,,,13,,,,1,,15,,,,1,,2,,,15,,,1,,,,1,,14,,,,1,,68,,,72,,,,1,
1732,616,837,1,1707,,,29,,,Laxton-1707-29-recto,,,,1,,,1,,1,,,July,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,26,,,27,,,,1,,14,,,1,,,2,,,5,,,17,,,16,,,,1,,6,,,3,,,5,,,21,,,,1,,21,,,7,,,11,,,,1,,,1,,,1,,93,,,129,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,32,,,,1,,5,,,4,,,4,,,5,,,10,,,,1,,6,,,5,,,6,,,17,,,,1,,9,,,,1,,35,,,106,,,141,,,,1,,11,,,6,,,,1,,9,,,,1,,2,,,21,,,1,,,,1,,10,,,,1,,52,,,60,,,,1,
1905,669,445,1,1708,,,29,,,Laxton-1708-29-recto,,,,1,,,1,,6,,,July,,,,1,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,2,,,,1,,2,,,1,,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,18,,,33,,,,1,,13,,,1,,,,1,,6,,,5,,,11,,,,1,,9,,,2,,,3,,,14,,,,1,,9,,,7,,,9,,,,1,,,1,,,1,,87,,,89,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,19,,,3,,,8,,,3,,,1,,,5,,,15,,,,1,,8,,,2,,,,1,,4,,,,1,,6,,,4,,,34,,,86,,,114,,,,1,,8,,,11,,,,1,,9,,,,1,,,1,,16,,,3,,,,1,,14,,,,1,,67,,,61,,,,1,
2047,721,591,1,1709,,,29,,,Laxton-1709-29-recto,,,,1,,,1,,5,,,July,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,2,,,2,,,,1,,1,,,,1,,2,,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,4,,,1,,,1,,,,1,,1,,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,37,,,43,,,,1,,18,,,1,,,,1,,3,,,10,,,11,,,1,,,4,,,2,,,4,,,20,,,,1,,9,,,9,,,13,,,3,,,,1,,,1,,79,,,108,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,23,,,,1,,5,,,5,,,3,,,8,,,7,,,,1,,8,,,,1,,,1,,10,,,,1,,6,,,,1,,42,,,72,,,117,,,,1,,8,,,8,,,,1,,13,,,,1,,7,,,25,,,2,,,,1,,14,,,,1,,63,,,77,,,,1,
2219,773,857,1,1710,,,29,,,Laxton-1710-29-recto,,,,1,,,1,,4,,,July,,,,1,,3,,,,1,,3,,,1,,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,2,,,2,,,2,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,20,,,41,,,,1,,26,,,2,,,2,,,6,,,13,,,10,,,1,,,4,,,4,,,13,,,23,,,,1,,18,,,9,,,12,,,8,,,1,,,,1,,74,,,152,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,33,,,3,,,10,,,14,,,6,,,7,,,16,,,,1,,11,,,3,,,,1,,21,,,,1,,9,,,6,,,40,,,92,,,183,,,,1,,10,,,16,,,,1,,26,,,,1,,4,,,25,,,4,,,,1,,21,,,,1,,57,,,106,,,,1,
2406,825,650,1,1711,,,29,,,Laxton-1711-29-recto,,,,1,,,1,,3,,,July,,,,1,,3,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,4,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,,1,,,1,,1,,,1,,,2,,,,1,,,1,,1,,,1,,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,17,,,37,,,,1,,21,,1,,1,,1,,,5,,,7,,,12,,,,1,,6,,,2,,,6,,,16,,,,1,,10,,,7,,,9,,,4,,,,1,,,1,,86,,,106,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,23,,,3,,,8,,,5,,,5,,,2,,,11,,,,1,,8,,,6,,,,1,,13,,,,1,,4,,,3,,,36,,,87,,,127,,,,1,,10,,,6,,,,1,,12,,,,1,,2,,,28,,1,,1,,,1,,9,,,,1,,60,,,67,,,,1,
