notesID|weekID|billsection|inputternote|notetype
1009|1806/09|cods|Additional burial, could not find discrepancy|totals discrepancy
1010|1806/11|cods|Missing cause, could not find discrepancy|totals discrepancy
1011|1806/13|cods|2 missing causes, could not find discrepancy|totals discrepancy
1012|1806/29|cods|Missing cause, could not find discrepancy|totals discrepancy
1013|1806/32|cods|Missing cause, page very faded, could not find discrepancy|totals discrepancy
1014|1806/35|cods|7 additional causes, could not find discrepancy|totals discrepancy
1015|1806/37|cods|3 missing causes, possibly linked to discrepancy in Outparishes|totals discrepancy
1016|1806/46|cods|Missing cause, could not find discrepancy|totals discrepancy
1017|1806/51|cods|38 additional causes, could not find discrepancy|totals discrepancy
1018|1807/06|cods|2 additional causes, probably due to errors in total|totals discrepancy
1019|1807/25|cods|Missing cause, could not find discrepancy|totals discrepancy
1020|1808/04|cods|21 missing causes, could not find discrepancy|totals discrepancy
1021|1808/06|cods|Missing cause, could not find discrepancy|totals discrepancy
1022|1808/19|cods|Missing burial, could not find discrepancy|totals discrepancy
1023|1808/38|cods|Totals missing as bill faded|legibility
1024|1808/49|cods|2 additional causes, could not find discrepancy|totals discrepancy
1025|1809/02|cods|Missing cause, Right hand side of bill torn and folded, could not find discrepancy|totals discrepancy
1026|1809/17|cods|2 additional causes, could not find discrepancy|totals discrepancy
1027|1809/29|cods|Second digit of Smallpox missing, 20 missing from totals, included as 20|interpretation
1028|1809/37|cods|20 missing causes, could not find discrepancy|totals discrepancy
1029|1810/03|cods|Missing cause, could not find discrepancy|totals discrepancy
1030|1810/25|cods|2 missing causes, could not find discrepancy|totals discrepancy
1031|1810/46|cods|Missing cause, could not find discrepancy|totals discrepancy
1032|1811/03|cods|9 missing causes, could not find discrepancy|totals discrepancy
1033|1811/17|cods|2 missing causes, could not find discrepancy|totals discrepancy
1034|1811/19|cods|Missing cause, could not find discrepancy|totals discrepancy
1035|1811/39|cods|10 missing causes, could not find discrepancy|totals discrepancy
1036|1812/17|cods|Additional cause, could not find discrepancy|totals discrepancy
1037|1812/20|cods|2 missing causes, could not find discrepancy|totals discrepancy
1038|1812/37|cods|7 missing causes, could not find discrepancy|totals discrepancy
1039|1812/40|cods|Missing cause, could not find discrepancy|totals discrepancy
1040|1812/46|cods|1 missing cause, could not find discrepancy|totals discrepancy
1041|1813/15|cods|4 missing causes, could not find discrepancy|totals discrepancy
1042|1813/45|cods|9 missing causes, could not find discrepancy|totals discrepancy
1043|1814/03|cods|Right hand side of bill ripped and Swine Pox to Strangury missing|part missing: damaged
1044|1814/06|cods|4 missing causes, could not find discrepancy|totals discrepancy
1045|1814/09|cods|5 missing causes, could not find discrepancy|totals discrepancy
1046|1814/19|cods|10 missing causes, right hand edge of bill torn and counts missing|totals discrepancy; part missing: damaged
1047|1814/20|cods|Right hand edge of page trimmed and torn, couldnot make out most counts from Swine Pox to Worms|part missing: damaged
1048|1814/26|cods|Right hand side of bill ripped, some counts missing|part missing: damaged
1049|1814/27|cods|Right hand side of bill ripped, some counts missing|part missing: damaged
1050|1814/31|cods|Right hand side of bill ripped, some counts partially missing|part missing: damaged
1051|1814/35|cods|Missing cause, right hand side of bill ripped, could not find discrepancy|totals discrepancy
1052|1814/36|cods|Missing cause, right hand side of bill ripped, could not find discrepancy|totals discrepancy
1053|1814/39|cods|Right hand side of bill ripped, counts missing|part missing: damaged
1054|1814/40|cods|Missing cause, right hand side of bill ripped, could not find discrepancy|totals discrepancy
1055|1814/41|cods|3 missing causes, could not find discrepancy|totals discrepancy
1056|1814/43|cods|Missing cause, right hand side of bill ripped, could not find discrepancy|totals discrepancy
1057|1814/44|cods|Last digit of Small Pox missing as edge ripped there, 23 missing from total so included as 23|interpretation
1058|1814/45|cods|Last digit of Small Pox missing as edge ripped there, 14 missing from total so included as 14|interpretation
1059|1814/50|cods|3 missing causes, right hand side of bill ripped, some counts missing second digit|totals discrepancy; part missing: damaged
1060|1814/51|cods|15 missing causes, right hand side of bill ripped, some counts missing second digit|totals discrepancy; part missing: damaged
1061|1814/52|cods|5 missing causes, right hand side of bill ripped, could not find discrepancy|totals discrepancy; part missing: damaged
1062|1815/02|cods|5 missing causes, right hand side of bill ripped and unable to determine is counts missing|totals discrepancy; part missing: damaged
1063|1815/15|cods|6 missing causes, could not find discrepancy|totals discrepancy
1064|1815/23|cods|Missing cause, could not find discrepancy|totals discrepancy
1065|1815/38|cods|13 missing causes, could not find discrepancy|totals discrepancy
1066|1815/43|cods|Original bill missing for week 43|no Bill
1067|1816/16|cods|Additional cause, could not find discrepancy|totals discrepancy
1068|1816/21|cods|Missing cause, could not find discrepancy|totals discrepancy
1069|1816/28|cods|5 missing causes, could not find discrepancy|totals discrepancy
1070|1816/30|cods|Missing cause, could not find discrepancy|totals discrepancy
1071|1816/37|cods|24 missing causes, right hand side of bill ripped and counts missig from third column.|totals discrepancy; part missing: damaged
1072|1816/46|cods|Missing cause, right hand side of bill crumpled, could not find discrepancy|totals discrepancy
1073|1816/47|cods|Right hand side of bill crumpled and obscured, counts missing|part missing: illegible
1074|1816/48|cods|10 missing causes, right hand side of bill folded and hard to make out|totals discrepancy; part missing: illegible
1075|1816/51|cods|Right hand side of bill folded and counts obscured|part missing: illegible
1076|1816/52|cods|Right hand side of bill folded over, some counts obscured|part missing: illegible
1077|1817/01|cods|11 additional causes, could not find discrepancy|totals discrepancy
1078|1817/20|cods|2 additional causes, could not find discrepancy|totals discrepancy
1079|1817/21|cods|2 missing causes, could not find discrepancy|totals discrepancy
1080|1817/25|cods|4 missing causes, could not find discrepancy|totals discrepancy
1081|1817/31|cods|4 missing causes, could not find discrepancy|totals discrepancy
1082|1817/38|cods|23 missing causes, page very faded on fiche, could not find discrepancies|totals discrepancy
1083|1817/50|cods|3 additional causes, could not find discrepancy|totals discrepancy
1084|1818/09|cods|5 missing causes, could not find discrepancy|totals discrepancy
1085|1818/12|cods|Right hand side of bill ripped, missing cause, could not find discrepancy|part missing: damaged
1086|1818/27|cods|9 additional causes, could not find discrepancy|totals discrepancy
1087|1818/28|cods|2 missing causes, could not find discrepancy|totals discrepancy
1088|1818/37|cods|37 missing causes, could not find discrepancy|totals discrepancy
1089|1818/49|cods|40 additional causes, could not find discrepancy|totals discrepancy
1090|1819/06|cods|10 additional causes, could not find discrepancy|totals discrepancy
1091|1819/15|cods|5 additional causes, could not find discrepancy|totals discrepancy
1092|1819/19|cods|52 missing causes, could not find discrepancy|totals discrepancy
1093|1819/20|cods|24 missing causes, could not find discrepancy|totals discrepancy
1094|1819/22|cods|17 missing causes, could not find discrepancy|totals discrepancy
1095|1819/27|cods|13 missing causes, could not find discrepancy|totals discrepancy
1096|1819/29|cods|6 missing causes, could not find discrepancy|totals discrepancy
1097|1819/36|cods|90 missing causes, Consumption and Convulsion blank|totals discrepancy
1098|1819/48|cods|45 additional causes, could not find discrepancy|totals discrepancy
1099|1819/49|cods|16 missing causes, could not find discrepancy|totals discrepancy
1100|1819/52|cods|11 missing causes, could not find discrepancy|totals discrepancy
1101|1820/15|cods|3 additional causes, could not find discrepancy|totals discrepancy
1102|1820/20|cods|4 additional causes, could not find discrepancy|totals discrepancy
1103|1820/25|cods|Missing cause, could not find discrepancy|totals discrepancy
1104|1820/33|cods|Missing cause, could not find discrepancy|totals discrepancy
1105|1820/37|cods|Missing cause, could not find discrepancy|totals discrepancy
1106|1820/38|cods|10 missing causes, could not find discrepancy. Right hand side of bill torn, some obscuring of Old Age and others on that side.|totals discrepancy; part missing: damaged
1107|1820/52|cods|8 missing causes, could not find discrepancy|totals discrepancy
1108|1821/08|cods|10 additional causes, could not find discrepancy|totals discrepancy
1109|1821/14|cods|Missing cause, could not find discrepancy|totals discrepancy
1110|1821/34|cods|3 additional causes, could not find discrepancies|totals discrepancy
1111|1821/44|cods|10 missing causes, could not find discrepancy|totals discrepancy
1112|1821/48|cods|90 missing causes, probably due to error in totals|totals discrepancy
1113|1821/51|cods|10 missing causes could not find discrepancy, right hand side folded and partially obscured|totals discrepancy; part missing: illegible
1114|1822/01|cods|2 missing causes, could not find discrepancy|totals discrepancy
1115|1822/04|cods|2 missing causes, could not find discrepancy|totals discrepancy
1116|1822/15|cods|Missing cause, could not find discrepancy|totals discrepancy
1117|1822/22|cods|5 missing causes, right hand side has some tearing.|totals discrepancy; part missing: damaged
1118|1822/28|cods|Right hand side of bill missing, unable to make out counts|part missing: damaged
1119|1822/30|cods|Missing cause, could not find discrepancy|totals discrepancy
1120|1822/32|cods|Additional cause, could not find discrepancy|totals discrepancy
1121|1822/39|cods|Missing cause, possibly due to error in Without the Walls|totals discrepancy
1122|1822/48|cods|Right hand side of bill folded and causes difficult to make out, could not find discrepancies|part missing: illegible
1123|1822/52|cods|3 missing causes, could not find discrepancy|totals discrepancy
1124|1823/20|cods|Missing cause, could not find disrepancy|totals discrepancy
1125|1823/25|cods|Additional cause, could not find discrepancy|totals discrepancy
1126|1823/28|cods|Missing cause, could not find discrepancy|totals discrepancy
