Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week,is_missing,is_illegible,Unique ID,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End month,is_missing,is_illegible,St Alban Woodstreet - Buried,is_missing,is_illegible,Alhallows Barking - Buried,is_missing,is_illegible,Allhallows Breadstreet - Buried,is_missing,is_illegible,Allhallows Great - Buried,is_missing,is_illegible,Alhallows Honylane - Buried,is_missing,is_illegible,Alhallows Lesse - Buried,is_missing,is_illegible,Alhallows Lumbardstreet - Buried,is_missing,is_illegible,Alhallows Stayning - Buried,is_missing,is_illegible,Alhallows the Wall - Buried,is_missing,is_illegible,St Alphage - Buried,is_missing,is_illegible,St Andrew Hubbard - Buried,is_missing,is_illegible,St Andrew Undershaft - Buried,is_missing,is_illegible,St Andrew Wardrobe - Buried,is_missing,is_illegible,St Ann Aldersgate - Buried,is_missing,is_illegible,St Ann Blackfryers - Buried,is_missing,is_illegible,St Antholins Parish - Buried,is_missing,is_illegible,St Austins Parish - Buried,is_missing,is_illegible,St Bartholomew Exchange - Buried,is_missing,is_illegible,St Bennet Fynck - Buried,is_missing,is_illegible,St Bennet Gracechurch - Buried,is_missing,is_illegible,St Bennet Paulswharf - Buried,is_missing,is_illegible,St Bennet Sherehog - Buried,is_missing,is_illegible,St Botolph Billingsgate - Buried,is_missing,is_illegible,Christ Church - Buried,is_missing,is_illegible,St Christophers - Buried,is_missing,is_illegible,St Clement Eastcheap - Buried,is_missing,is_illegible,St Dionis Backchurch - Buried,is_missing,is_illegible,St Dunstan East - Buried,is_missing,is_illegible,St Edmund Lumbardstr. - Buried,is_missing,is_illegible,St Ethelborough - Buried,is_missing,is_illegible,St Faith - Buried,is_missing,is_illegible,St Gabriel Fenchurch - Buried,is_missing,is_illegible,St George Botolphlane - Buried,is_missing,is_illegible,St Gregory by St Pauls - Buried,is_missing,is_illegible,St Hellen - Buried,is_missing,is_illegible,St James Dukes place - Buried,is_missing,is_illegible,St James Garlickhithe - Buried,is_missing,is_illegible,St John Baptist - Buried,is_missing,is_illegible,St John Evangelist - Buried,is_missing,is_illegible,St John Zachary - Buried,is_missing,is_illegible,St Katharine Coleman - Buried,is_missing,is_illegible,St Katharine Creechurch - Buried,is_missing,is_illegible,St Lawrence Jewry - Buried,is_missing,is_illegible,St Lawrence Pountney - Buried,is_missing,is_illegible,St Leonard Eastcheap - Buried,is_missing,is_illegible,St Leonard Fosterlane - Buried,is_missing,is_illegible,St Magnus Parish - Buried,is_missing,is_illegible,St Margaret Lothbury - Buried,is_missing,is_illegible,St Margaret Moses - Buried,is_missing,is_illegible,St Margaret Newfishstreet - Buried,is_missing,is_illegible,St Margaret Pattons - Buried,is_missing,is_illegible,St Martin Iremongerlane - Buried,is_missing,is_illegible,St Martin Ludgate - Buried,is_missing,is_illegible,St Martin Orgars - Buried,is_missing,is_illegible,St Martin Outwich - Buried,is_missing,is_illegible,St Martin Vintrey - Buried,is_missing,is_illegible,St Mary Abchurch - Buried,is_missing,is_illegible,St Mary Aldermanbury - Buried,is_missing,is_illegible,St Mary Aldermary - Buried,is_missing,is_illegible,St Mary le Bow - Buried,is_missing,is_illegible,St Mary Bothaw - Buried,is_missing,is_illegible,St Mary Colechurch - Buried,is_missing,is_illegible,St Mary Hill - Buried,is_missing,is_illegible,St Maudlin Milkstreet - Buried,is_missing,is_illegible,St Maudlin Oldfishstreet - Buried,is_missing,is_illegible,St Mary Mounthaw - Buried,is_missing,is_illegible,St Mary Sommerset - Buried,is_missing,is_illegible,St Mary Stayning - Buried,is_missing,is_illegible,St Mary Woolchurch - Buried,is_missing,is_illegible,St Mary Woolnoth - Buried,is_missing,is_illegible,St Matthew Fridaystreet - Buried,is_missing,is_illegible,St Michael Bassishaw - Buried,is_missing,is_illegible,St Michael Cornhil - Buried,is_missing,is_illegible,St Michael Crookedlane - Buried,is_missing,is_illegible,St Michael Queenhithe - Buried,is_missing,is_illegible,St Michael Quern - Buried,is_missing,is_illegible,St Michael Royal - Buried,is_missing,is_illegible,St Michael Woodstreet - Buried,is_missing,is_illegible,St Mildred Breadstreet - Buried,is_missing,is_illegible,St Mildred Poultrey - Buried,is_missing,is_illegible,St Nicholas Acons - Buried,is_missing,is_illegible,St Nicholas Coleabby - Buried,is_missing,is_illegible,St Nicholas Olaves - Buried,is_missing,is_illegible,St Olave Hartstreet - Buried,is_missing,is_illegible,St Olave Jewry - Buried,is_missing,is_illegible,St Olave Silverstreet - Buried,is_missing,is_illegible,St Pancras Pancras street - Buried,is_missing,is_illegible,St Peter Cheap - Buried,is_missing,is_illegible,St Peter Cornhil - Buried,is_missing,is_illegible,St Peter Paulswharf - Buried,is_missing,is_illegible,St Peter Poor - Buried,is_missing,is_illegible,St Steven Colemanstreet - Buried,is_missing,is_illegible,St Steven Walbrook - Buried,is_missing,is_illegible,St Swithin- Buried,is_missing,is_illegible,St Thomas Apostles - Buried,is_missing,is_illegible,Trinity Parish - Buried,is_missing,is_illegible,St Foster - Buried,is_missing,is_illegible,Christened in the 97 parishes within the walls,is_missing,is_illegible,Buried in the 97 parishes within the walls,is_missing,is_illegible,Plague in the 97 parishes within the walls,is_missing,is_illegible,St Andrew Holborn - Buried,is_missing,is_illegible,St Bartholomew Great - Buried,is_missing,is_illegible,St Bartholomew Less - Buried,is_missing,is_illegible,St Botolph Aldersgate - Buried,is_missing,is_illegible,St Botolph Aldgate - Buried,is_missing,is_illegible,St Botolph Bishopsgate - Buried,is_missing,is_illegible,Bridewel Precinct - Buried,is_missing,is_illegible,St Bridget - Buried,is_missing,is_illegible,St Dunstan West - Buried,is_missing,is_illegible,St George Southwark - Buried,is_missing,is_illegible,St Giles Cripplegate - Buried,is_missing,is_illegible,St John Southwark,is_missing,is_illegible,St Olave Southwark - Buried,is_missing,is_illegible,Saviours Southwark - Buried,is_missing,is_illegible,S Sepulchres Parish - Buried,is_missing,is_illegible,St Thomas Southwark - Buried,is_missing,is_illegible,Trinity Minories - Buried,is_missing,is_illegible,Pesthouse Without the Walls - Buried,is_missing,is_illegible,Christened in the parishes without the walls,is_missing,is_illegible,Buried in the parishes without the walls,is_missing,is_illegible,Plague in the parishes without the walls,is_missing,is_illegible,St. Ann in Middlesex - Buried,is_missing,is_illegible,Christ Church in Surry - Buried,is_missing,is_illegible,Christ Church in Middlesex - Buried,is_missing,is_illegible,Stepney Parish - Buried,is_missing,is_illegible,St George in Bloomsbury - Buried,is_missing,is_illegible,St. George in Middlesex,is_missing,is_illegible,St. George by Queen's Square - Buried,is_missing,is_illegible,St Giles in the Field - Buried,is_missing,is_illegible,St James Clerkenwel - Buried,is_missing,is_illegible,Hackney Parish - Buried,is_missing,is_illegible,St John at Wapping - Buried,is_missing,is_illegible,St Katharine Tower - Buried,is_missing,is_illegible,St Leonard Shoreditch - Buried,is_missing,is_illegible,St. Luke in Middlesex - Buried,is_missing,is_illegible,St Mary Islington - Buried,is_missing,is_illegible,Lambeth Parish - Buried,is_missing,is_illegible,St Magdalen Bermondsey - Buried,is_missing,is_illegible,St Mary Newington - Buried,is_missing,is_illegible,Rothorith Parish - Buried,is_missing,is_illegible,St Mary Whitechappel - Buried,is_missing,is_illegible,St Matthew at Bethnal Green - Buried,is_missing,is_illegible,St Pauls Shadwel - Buried,is_missing,is_illegible,Christened in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Buried in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Plague in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,St Ann in Westminster - Buried,is_missing,is_illegible,St Clement Danes - Buried,is_missing,is_illegible,St George by Hanover Square - Buried,is_missing,is_illegible,St James in Westminster - Buried,is_missing,is_illegible,St. John the Evangelist - Buried,is_missing,is_illegible,St Margaret Westminster - Buried,is_missing,is_illegible,St Martin in the fields - Buried,is_missing,is_illegible,St Mary le Strand,is_missing,is_illegible,St Mary Savoy - Buried,is_missing,is_illegible,St Paul Covent Garden - Buried,is_missing,is_illegible,Pesthouse in Westminster,is_missing,is_illegible,Christened in the Parishes and Liberties of Westminster,is_missing,is_illegible,Buried in the Parishes and Liberties of Westminster,is_missing,is_illegible,Plague in the Parishes and Liberties of Westminster,is_missing,is_illegible
7680,31344,6776,1,1728,,,28,,,Laxton-1728-28-recto,,,,1,,,1,,25,,,June,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,2,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,25,,,35,,,,1,,18,,,1,,,2,,,6,,,6,,,8,,,,,,,,,4,,,10,,,22,,,,1,,19,,,12,,,17,,,8,,,2,,,,,,88,,,135,,,,1,,,1,,1,,,,1,,35,,,,1,,,1,,,1,,27,,,8,,,3,,,5,,,4,,,12,,,,1,,8,,,13,,,10,,,,,,3,,,13,,,,1,,2,,,103,,,144,,,,1,,6,,,18,,,,1,,,,,,1,,19,,,18,,,,,,,,,5,,,,1,,36,,,66,,,,1,
7701,31345,6777,1,1728,,,29,,,Laxton-1728-29-recto,,,,1,,,1,,2,,,July,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,4,,,,,,1,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,1,,,2,,,27,,,41,,,,1,,26,,,,,,1,,,4,,,9,,,6,,,1,,,10,,,4,,,5,,,23,,,,1,,9,,,12,,,10,,,11,,,,,,,,,107,,,131,,,,1,,,1,,2,,,,1,,32,,,,1,,,1,,,1,,30,,,9,,,3,,,3,,,,,,7,,,,1,,6,,,12,,,5,,,8,,,7,,,8,,,,1,,10,,,117,,,142,,,,1,,6,,,6,,,,1,,35,,,,1,,17,,,18,,,1,,,,,,3,,,,1,,68,,,86,,,,1,
7702,31346,6778,1,1728,,,30,,,Laxton-1728-30-recto,,,,1,,,1,,9,,,July,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,5,,,,,,,,,,,,1,,,1,,,3,,,,,,,,,2,,,,,,,,,2,,,3,,,,,,,,,,,,1,,,1,,,,,,2,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,21,,,46,,,,1,,12,,,,,,1,,,7,,,9,,,4,,,1,,,9,,,5,,,5,,,33,,,,1,,14,,,12,,,10,,,9,,,,,,,,,128,,,131,,,,1,,,1,,2,,,,1,,33,,,,1,,,1,,,1,,23,,,5,,,2,,,2,,,4,,,18,,,,1,,2,,,7,,,6,,,5,,,3,,,16,,,,1,,7,,,136,,,135,,,,1,,4,,,7,,,,1,,24,,,,1,,22,,,22,,,3,,,5,,,6,,,,1,,73,,,94,,,,1,
7703,31347,6779,1,1728,,,31,,,Laxton-1728-31-recto,,,,1,,,1,,16,,,July,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,,1,,,4,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,31,,,,1,,18,,,,,,,,,6,,,10,,,8,,,,,,9,,,6,,,15,,,20,,,,1,,8,,,9,,,3,,,6,,,,,,,,,96,,,124,,,,1,,,1,,3,,,,1,,36,,,,1,,,1,,,1,,24,,,4,,,3,,,,,,4,,,11,,,,1,,5,,,7,,,4,,,8,,,,,,9,,,,1,,7,,,91,,,125,,,,1,,3,,,5,,,,1,,21,,,,1,,9,,,11,,,4,,,,,,2,,,,1,,68,,,55,,,,1,
7704,31348,6780,1,1728,,,32,,,Laxton-1728-32-recto,,,,1,,,1,,23,,,July,,,,,,3,,,,,,3,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,2,,,1,,,,,,4,,,1,,,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,,1,,,,,,3,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,2,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,1,,,1,,,40,,,59,,,,1,,11,,,,,,,,,6,,,11,,,8,,,1,,,4,,,1,,,15,,,32,,,,1,,15,,,9,,,11,,,4,,,,,,,,,100,,,128,,,,1,,,1,,4,,,,1,,39,,,,1,,,1,,,1,,23,,,7,,,,,,9,,,3,,,10,,,,1,,7,,,11,,,10,,,,,,6,,,8,,,,1,,7,,,102,,,144,,,,1,,8,,,12,,,,1,,21,,,,1,,19,,,24,,,,,,1,,,5,,,,1,,63,,,99,,,,1,
7705,31349,6797,1,1728,,,33,,,Laxton-1728-33-recto,,,,1,,,1,,30,,,July,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,2,,,2,,,,,,1,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,1,,,2,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,2,,,,,,,,,2,,,,,,1,,,,,,,,,,,,26,,,46,,,,1,,26,,,,,,,,,5,,,13,,,8,,,,,,5,,,3,,,11,,,28,,,,1,,18,,,19,,,14,,,4,,,1,,,,,,101,,,155,,,,1,,,1,,1,,,,1,,36,,,,1,,,1,,,1,,21,,,10,,,6,,,3,,,3,,,9,,,,1,,9,,,14,,,4,,,9,,,9,,,13,,,,1,,10,,,103,,,157,,,,1,,5,,,7,,,,1,,17,,,,1,,9,,,21,,,4,,,,,,2,,,,1,,70,,,65,,,,1,
7706,31350,6798,1,1728,,,34,,,Laxton-1728-34-recto,,,,1,,,1,,6,,,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,2,,,1,,,1,,,1,,,1,,,,,,,,,1,,,,,,,,,2,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,2,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,33,,,41,,,,1,,25,,,3,,,,,,2,,,11,,,6,,,,,,7,,,4,,,12,,,32,,,,1,,18,,,11,,,10,,,3,,,,,,,,,135,,,144,,,,1,,,1,,2,,,,1,,53,,,,1,,,1,,,1,,21,,,16,,,7,,,10,,,5,,,16,,,,1,,6,,,13,,,10,,,13,,,10,,,19,,,,1,,15,,,105,,,216,,,,1,,7,,,7,,,,1,,16,,,,1,,20,,,28,,,2,,,1,,,6,,,,1,,65,,,87,,,,1,
7707,31351,6799,1,1728,,,35,,,Laxton-1728-35-recto,,,,1,,,1,,13,,,August,,,,,,2,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,22,,,29,,,,1,,18,,,1,,,1,,,4,,,8,,,9,,,2,,,8,,,2,,,11,,,30,,,,1,,4,,,18,,,12,,,11,,,,,,,,,107,,,139,,,,1,,,1,,3,,,,1,,64,,,,1,,,1,,,1,,26,,,14,,,3,,,2,,,2,,,10,,,,1,,9,,,15,,,8,,,9,,,7,,,15,,,,1,,15,,,105,,,202,,,,1,,12,,,10,,,,1,,23,,,,1,,23,,,25,,,3,,,,,,6,,,,1,,65,,,102,,,,1,
7708,31352,6811,1,1728,,,36,,,Laxton-1728-36-recto,,,,1,,,1,,20,,,August,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,1,,,2,,,2,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,2,,,2,,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,2,,,,,,,,,2,,,3,,,33,,,53,,,,1,,18,,,1,,,1,,,4,,,6,,,12,,,,,,7,,,4,,,10,,,37,,1,,1,,15,,,12,,,19,,,5,,,,,,,,,89,,,146,,,,1,,,1,,4,,,,1,,68,,,,1,,,1,,,1,,27,,,13,,,6,,,9,,,2,,,9,,,,1,,9,,,11,,,8,,,11,,,11,,,19,,,,1,,13,,,130,,,220,,,,1,,10,,,7,,,,1,,28,,,,1,,27,,,24,,,3,,,,,,3,,,,1,,63,,,102,,,,1,
7709,31353,6812,1,1728,,,37,,,Laxton-1728-37-recto,,,,1,,,1,,27,,,August,,,2,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,3,,,1,,,,,,3,,,,,,3,,,,,,,,,,,,,,,1,,,1,,,,,,,,,3,,,1,,,1,,,,,,3,,,,,,,,,1,,,,,,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,2,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,,,3,,,,,,,,,1,,,,,,3,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,1,,,,,,,,,2,,,,,,,,,37,,,57,,,,1,,22,,,1,,,2,,,1,,,9,,,13,,,1,,,4,,,6,,,14,,,32,,,,1,,10,,,14,,,17,,,7,,,6,,,,,,103,,,159,,,,1,,,1,,5,,,,1,,63,,,,1,,,1,,,1,,22,,,10,,,,,,3,,,2,,,25,,,,1,,7,,,11,,,5,,,11,,,7,,,16,,,,1,,19,,,124,,,206,,,,1,,9,,,8,,,,1,,30,,,,1,,15,,,32,,,,,,2,,,7,,,,1,,63,,,103,,,,1,
7710,31354,6813,1,1728,,,38,,,Laxton-1728-38-recto,,,,1,,,1,,3,,,September,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,1,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,5,,,,,,,,,,,,4,,,1,,,,,,1,,,,,,,,,2,,,,,,2,,,1,,,1,,,,,,,,,2,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,32,,,48,,,,1,,28,,,,,,,,,9,,,24,,,11,,,,,,4,,,2,,,11,,,24,,,,1,,15,,,14,,,14,,,5,,,,,,,,,108,,,161,,,,1,,,1,,,,,,1,,67,,,,1,,,1,,,1,,31,,,14,,,5,,,2,,,,,,22,,,,1,,7,,,11,,,11,,,15,,,8,,,25,,,,1,,32,,,122,,,250,,,,1,,9,,,6,,,,1,,37,,,,1,,26,,,17,,,1,,,4,,,3,,,,1,,79,,,103,,,,1,
7731,31355,6814,1,1728,,,39,,,Laxton-1728-39-recto,,,,1,,,1,,10,,,September,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,1,,,2,,,,,,1,,,2,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,1,,,1,,,,,,1,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,26,,,43,,,,1,,22,,,1,,,1,,,3,,,10,,,8,,,,,,7,,,2,,,10,,,25,,1,,1,,,,1,7,,,15,,,7,,,4,,,,,,11,,1,136,,,,1,,,1,,2,,,,1,,57,,,,1,,,1,,,1,,30,,,14,,,5,,,5,,,2,,,10,,,,1,,5,,,9,,,6,,,11,,,3,,,14,,,,1,,26,,,113,,,199,,,,1,,8,,,8,,,,1,,31,,,,1,,22,,,34,,,2,,,1,,,5,,,,1,,66,,,111,,,,1,
7732,31356,6815,1,1728,,,40,,,Laxton-1728-40-recto,,,,1,,,1,,17,,,September,,,,,,,,,,,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,4,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,1,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,2,,1,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,2,,,1,,,27,,,44,,,,1,,21,,,,,,1,,,4,,,20,,,7,,,2,,,9,,,3,,,8,,,37,,,,1,,13,,,22,,,12,,,3,,,,,,,,,120,,,162,,,,1,,,1,,4,,,,1,,63,,,,1,,,1,,,1,,31,,,16,,,7,,,10,,,3,,,16,,,,1,,5,,,10,,,18,,,8,,,8,,,18,,,,1,,23,,,111,,,240,,,,1,,9,,,10,,,,1,,26,,,,1,,14,,,24,,,,,,1,,,6,,,,1,,73,,,90,,,,1,
7733,31357,6816,1,1728,,,41,,,Laxton-1728-41-recto,,,,1,,,1,,24,,,September,,,,,,2,,,1,,,,,,,,,1,,,,,,,,,2,,,,,,,,,1,,,1,,,,,,5,,,,,,3,,,,,,,,,2,,,1,,,,,,1,,,7,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,1,,,2,,,,,,2,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,35,,,55,,,,1,,30,,,3,,,,,,6,,,20,,,11,,,,,,8,,,,,,6,,,43,,,,1,,14,,,12,,,13,,,8,,,,,,,,,84,,,174,,,,1,,,1,,3,,,,1,,65,,,,1,,,1,,,1,,22,,,12,,,3,,,4,,,6,,,15,,,,1,,3,,,15,,,8,,,5,,,4,,,19,,,,1,,14,,,120,,,198,,,,1,,8,,,13,,,,1,,32,,,,1,,21,,,30,,,3,,,,,,2,,,,1,,75,,,113,,,,1,
7734,31358,6817,1,1728,,,42,,,Laxton-1728-42-recto,,,,1,,,1,,1,,,October,,,,,,,,,,,,4,,,,,,1,,,,,,1,,,,,,3,,,,,,,,,1,,,1,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,,,1,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,3,,,,,,43,,,48,,,,1,,23,,,1,,,,,,6,,,19,,,9,,,1,,,4,,,6,,,11,,,30,,,,1,,14,,,20,,,14,,,8,,,2,,,,,,89,,,168,,,,1,,,1,,2,,,,1,,68,,,,1,,,1,,,1,,24,,,8,,,2,,,4,,,4,,,19,,,,1,,10,,,22,,,6,,,8,,,9,,,29,,,,1,,,,,95,,,215,,,,1,,,,,11,,,,1,,27,,,,1,,20,,,26,,,2,,,2,,,8,,,,1,,59,,,96,,,,1,
